Lead Origin,Lead Source,Do Not Email,Do Not Call,Converted,TotalVisits,Total Time Spent on Website,Page Views Per Visit,Last Activity,Country,Specialization,What is your current occupation,What matters most to you in choosing a course,Search,Magazine,Newspaper Article,X Education Forums,Newspaper,Digital Advertisement,Through Recommendations,Receive More Updates About Our Courses,Tags,Update me on Supply Chain Content,Get updates on DM Content,City,Asymmetrique Activity Index,Asymmetrique Profile Index,Asymmetrique Activity Score,Asymmetrique Profile Score,I agree to pay the amount through cheque,A free copy of Mastering The Interview,Last Notable Activity,Engagement_Score,Visit_Category,High_Engagement_Time,Contact_Restricted
API,Google,0,0,1,2.0,189,2.0,SMS Sent,India,Operations Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,0,0,Mumbai,02.Medium,02.Medium,14.0,16.0,0,0,SMS Sent,0.05109882052248968,Low (1-2),0,0
API,Olark Chat,0,0,1,0.0,0,0.0,SMS Sent,Unknown,Marketing Management,Working Professional,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,0,0,Unknown,01.High,02.Medium,16.0,15.0,0,0,SMS Sent,0.0,Low (1-2),0,0
Landing Page Submission,Direct Traffic,0,0,0,2.0,353,2.0,Email Opened,India,Supply Chain Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Ringing,0,0,Mumbai,02.Medium,01.High,13.0,18.0,0,1,Email Opened,0.08717449144197935,Low (1-2),1,0
API,Direct Traffic,0,0,0,5.0,1156,1.25,Olark Chat Conversation,India,Finance Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Interested in other courses,0,0,Unknown,02.Medium,02.Medium,15.0,15.0,0,0,Modified,0.2647061519284352,Medium (3-10),1,0
Landing Page Submission,Direct Traffic,0,0,1,8.0,936,8.0,Email Opened,India,Supply Chain Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,0,0,Tier II Cities,02.Medium,01.High,15.0,17.0,0,1,Email Opened,0.24399053066013032,Medium (3-10),1,0
API,Google,0,0,0,2.0,1580,2.0,SMS Sent,India,Unknown,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Ringing,0,0,Unknown,02.Medium,02.Medium,14.0,15.0,0,0,SMS Sent,0.3570821025286489,Low (1-2),1,0
Landing Page Submission,Organic Search,1,0,0,5.0,107,5.0,SMS Sent,India,Human Resource Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Busy,0,0,Mumbai,02.Medium,01.High,14.0,18.0,0,0,SMS Sent,0.04734669934845914,Medium (3-10),0,1
Landing Page Submission,Direct Traffic,1,0,0,2.0,185,2.0,Email Bounced,India,Finance Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Other,0,0,Thane & Outskirts,02.Medium,01.High,13.0,17.0,0,1,Modified,0.050218926109819206,Low (1-2),0,1
Landing Page Submission,Direct Traffic,1,0,0,2.0,131,2.0,SMS Sent,India,Travel and Tourism,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Other,0,0,Tier II Cities,02.Medium,02.Medium,13.0,15.0,0,1,SMS Sent,0.03834035153876773,Low (1-2),0,1
Landing Page Submission,Direct Traffic,0,0,0,2.0,145,2.0,SMS Sent,Other,Supply Chain Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Other,0,0,Other Cities,02.Medium,02.Medium,14.0,16.0,0,1,SMS Sent,0.04141998198311441,Low (1-2),0,0
Landing Page Submission,Organic Search,0,0,0,8.0,1032,8.0,SMS Sent,India,Human Resource Management,Unknown,Unknown,0,0,0,0,0,0,0,0,Unknown,0,0,Thane & Outskirts,02.Medium,01.High,15.0,17.0,0,1,Modified,0.2651079965642218,Medium (3-10),1,0
Landing Page Submission,Organic Search,0,0,1,9.0,1005,9.0,Email Opened,India,Unknown,Unemployed,Better Career Prospects,0,0,1,0,0,0,0,0,Will revert after reading the email,0,0,Unknown,02.Medium,01.High,15.0,17.0,0,0,Modified,0.26393061404060086,Medium (3-10),1,0
Landing Page Submission,Google,0,0,0,3.0,1218,3.0,Other,India,Human Resource Management,Working Professional,Better Career Prospects,0,0,0,0,0,0,0,0,Interested in other courses,0,0,Tier II Cities,02.Medium,01.High,13.0,17.0,0,0,Modified,0.2822135629438753,Medium (3-10),1,0
API,Olark Chat,0,0,1,0.0,0,0.0,Email Opened,Unknown,Human Resource Management,Working Professional,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,0,0,Unknown,02.Medium,02.Medium,14.0,15.0,0,0,Email Opened,0.0,Low (1-2),0,0
API,Olark Chat,1,0,0,0.0,0,0.0,SMS Sent,Unknown,Unknown,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Ringing,0,0,Unknown,02.Medium,02.Medium,14.0,15.0,0,0,SMS Sent,0.0,Low (1-2),0,1
Landing Page Submission,Google,0,0,0,3.0,278,3.0,Email Opened,India,Operations Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Interested in other courses,0,0,Mumbai,02.Medium,01.High,14.0,18.0,0,0,Email Opened,0.07543837596631262,Medium (3-10),0,0
Landing Page Submission,Direct Traffic,0,0,0,6.0,169,6.0,SMS Sent,Other,Travel and Tourism,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Other,0,0,Other Cities of Maharashtra,02.Medium,02.Medium,14.0,15.0,0,0,SMS Sent,0.06574696750675632,Medium (3-10),0,0
API,Google,0,0,1,3.0,746,3.0,Other,India,Unknown,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,0,0,Unknown,02.Medium,02.Medium,14.0,15.0,0,0,Other,0.17838602224875869,Medium (3-10),1,0
Landing Page Submission,Direct Traffic,0,0,0,2.0,1393,2.0,Email Opened,India,"Banking, Investment And Insurance",Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Other,0,0,Other Cities,02.Medium,02.Medium,14.0,16.0,0,1,Email Opened,0.315947038736304,Low (1-2),1,0
API,Google,0,0,0,3.0,473,3.0,Other,India,IT Projects Management,Unknown,Unknown,0,0,0,0,0,0,0,0,Unknown,0,0,Thane & Outskirts,02.Medium,03.Low,15.0,12.0,0,0,Modified,0.1183332285839985,Medium (3-10),1,0
Landing Page Submission,Google,1,0,0,3.0,103,3.0,SMS Sent,India,Supply Chain Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Ringing,0,0,Mumbai,02.Medium,01.High,13.0,18.0,0,0,SMS Sent,0.03694299541197914,Medium (3-10),0,1
Landing Page Submission,Google,0,0,1,4.0,1674,4.0,SMS Sent,India,Human Resource Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Busy,0,0,Other Cities of Maharashtra,02.Medium,01.High,15.0,17.0,0,0,SMS Sent,0.3872834307502147,Medium (3-10),1,0
Landing Page Submission,Direct Traffic,0,0,0,2.0,323,2.0,SMS Sent,India,Business Administration,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Ringing,0,0,Mumbai,02.Medium,01.High,14.0,18.0,0,1,SMS Sent,0.08057528334695076,Low (1-2),0,0
Landing Page Submission,Google,1,0,0,4.0,43,2.0,SMS Sent,India,Marketing Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Ringing,0,0,Thane & Outskirts,02.Medium,01.High,13.0,17.0,0,0,SMS Sent,0.021363626840969558,Medium (3-10),0,1
Landing Page Submission,Direct Traffic,0,0,0,6.0,23,3.0,Email Opened,India,International Business,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Other,0,0,Other Cities,03.Low,02.Medium,11.0,16.0,0,1,Email Opened,0.022916535729998112,Medium (3-10),0,0
Landing Page Submission,Direct Traffic,0,0,0,2.0,345,2.0,Email Opened,India,Finance Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Already a student,0,0,Mumbai,02.Medium,01.High,15.0,18.0,0,1,Modified,0.08541470261663839,Low (1-2),1,0
Landing Page Submission,Direct Traffic,1,0,0,2.0,267,2.0,Email Bounced,India,Human Resource Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Other,0,0,Mumbai,02.Medium,01.High,15.0,18.0,0,1,Modified,0.06825676156956403,Low (1-2),0,1
Landing Page Submission,Direct Traffic,0,0,0,2.0,109,2.0,SMS Sent,India,Travel and Tourism,Unknown,Unknown,0,0,0,0,0,0,0,0,Unknown,0,0,Mumbai,02.Medium,02.Medium,14.0,16.0,0,1,SMS Sent,0.03350093226908009,Low (1-2),0,0
Lead Add Form,Google,0,0,0,0.0,0,0.0,SMS Sent,Unknown,Unknown,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Ringing,0,0,Unknown,02.Medium,02.Medium,13.0,16.0,0,0,SMS Sent,0.0,Low (1-2),0,0
Landing Page Submission,Google,0,0,0,4.0,679,4.0,Email Opened,India,"Banking, Investment And Insurance",Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Ringing,0,0,Thane & Outskirts,02.Medium,01.High,14.0,17.0,0,0,Email Opened,0.16840969559843297,Medium (3-10),1,0
API,Google,0,0,1,2.0,1565,2.0,Other,India,Finance Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,0,0,Unknown,02.Medium,02.Medium,14.0,15.0,0,0,Other,0.35378249848113463,Low (1-2),1,0
Landing Page Submission,Google,0,0,0,4.0,884,4.0,SMS Sent,India,Operations Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Ringing,0,0,Mumbai,02.Medium,01.High,15.0,18.0,0,0,SMS Sent,0.21350428424779505,Medium (3-10),1,0
Landing Page Submission,Direct Traffic,0,0,1,3.0,676,3.0,SMS Sent,India,"Banking, Investment And Insurance",Unknown,Unknown,0,0,0,0,0,0,0,0,Unknown,0,0,Other Cities of Maharashtra,02.Medium,01.High,15.0,17.0,0,1,Modified,0.1629878700270253,Medium (3-10),1,0
Landing Page Submission,Direct Traffic,0,0,1,6.0,1835,6.0,Email Opened,India,Supply Chain Management,Working Professional,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,0,0,Mumbai,02.Medium,01.High,14.0,18.0,0,1,Email Opened,0.432222990384011,Medium (3-10),1,0
API,Google,0,0,0,3.0,1478,3.0,Other,India,Business Administration,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Other,0,0,Other Metro Cities,02.Medium,02.Medium,13.0,14.0,0,0,Modified,0.33940669976745647,Medium (3-10),1,0
Landing Page Submission,Direct Traffic,0,0,0,2.0,210,2.0,Email Opened,India,"Banking, Investment And Insurance",Student,Better Career Prospects,0,0,0,0,0,0,0,0,Other,0,0,Thane & Outskirts,03.Low,01.High,10.0,17.0,0,1,Modified,0.0557182661890097,Low (1-2),0,0
Landing Page Submission,Direct Traffic,1,0,0,3.0,178,3.0,Email Bounced,India,Supply Chain Management,Unknown,Unknown,0,0,0,0,0,0,0,0,Unknown,0,0,Thane & Outskirts,02.Medium,01.High,14.0,17.0,0,1,Modified,0.05344101564955063,Medium (3-10),0,1
Landing Page Submission,Direct Traffic,1,0,0,6.0,229,6.0,Page Visited on Website,India,Supply Chain Management,Unknown,Unknown,0,0,0,0,0,0,0,0,Unknown,0,0,Mumbai,01.High,01.High,17.0,18.0,0,1,Modified,0.07894538369681353,Medium (3-10),0,1
Landing Page Submission,Direct Traffic,0,0,0,1.0,84,1.0,Converted to Lead,India,Finance Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Already a student,0,0,Mumbai,01.High,01.High,16.0,18.0,0,0,Modified,0.023239687427984834,Low (1-2),0,0
Landing Page Submission,Direct Traffic,0,0,0,3.0,509,3.0,Email Opened,India,Human Resource Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Interested in other courses,0,0,Mumbai,02.Medium,01.High,13.0,18.0,0,1,Modified,0.12625227829803282,Medium (3-10),1,0
API,Google,0,0,0,3.0,847,3.0,SMS Sent,India,Unknown,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Ringing,0,0,Unknown,02.Medium,02.Medium,14.0,15.0,0,0,SMS Sent,0.2006033561686883,Medium (3-10),1,0
API,Olark Chat,0,0,0,2.0,1192,2.0,SMS Sent,India,Business Administration,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,switched off,0,0,Thane & Outskirts,02.Medium,02.Medium,14.0,15.0,0,0,SMS Sent,0.27173234449961237,Low (1-2),1,0
Landing Page Submission,Google,0,0,1,7.0,1721,3.5,SMS Sent,India,Business Administration,Working Professional,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,0,0,Mumbai,02.Medium,01.High,14.0,18.0,0,0,SMS Sent,0.39940790438480717,Medium (3-10),1,0
Landing Page Submission,Direct Traffic,0,0,0,2.0,70,2.0,SMS Sent,India,Media and Advertising,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Ringing,0,0,Other Metro Cities,03.Low,02.Medium,12.0,15.0,0,1,SMS Sent,0.024921961745542915,Low (1-2),0,0
Landing Page Submission,Google,0,0,0,4.0,18,4.0,Email Opened,India,Marketing Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Other,0,0,Mumbai,03.Low,01.High,12.0,18.0,0,0,Email Opened,0.023007143904636207,Medium (3-10),0,0
Landing Page Submission,Direct Traffic,0,0,0,2.0,223,2.0,Page Visited on Website,India,Unknown,Unknown,Unknown,0,0,0,0,0,0,0,0,Unknown,0,0,Unknown,01.High,01.High,16.0,17.0,0,0,Modified,0.05857792303018876,Low (1-2),0,0
API,Olark Chat,0,0,1,1.0,1635,1.0,Email Opened,Unknown,Unknown,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,0,0,Unknown,01.High,02.Medium,16.0,15.0,0,0,Email Opened,0.36441874594096324,Low (1-2),1,0
Landing Page Submission,Direct Traffic,0,0,1,4.0,1840,4.0,SMS Sent,India,IT Projects Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Other,0,0,Other Cities of Maharashtra,02.Medium,02.Medium,14.0,16.0,0,1,SMS Sent,0.42379904887603964,Medium (3-10),1,0
API,Organic Search,0,0,1,2.0,645,2.0,SMS Sent,India,Unknown,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Other,0,0,Unknown,02.Medium,02.Medium,14.0,15.0,0,0,Modified,0.15140678356692436,Low (1-2),1,0
Landing Page Submission,Direct Traffic,0,0,0,4.0,271,4.0,Email Opened,India,Other,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Other,0,0,Mumbai,02.Medium,02.Medium,14.0,15.0,0,1,Email Opened,0.07866046550604404,Medium (3-10),0,0
Landing Page Submission,Direct Traffic,0,0,1,2.0,384,2.0,SMS Sent,India,Finance Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,0,0,Mumbai,02.Medium,01.High,15.0,18.0,0,1,Modified,0.09399367314017557,Low (1-2),1,0
Landing Page Submission,Direct Traffic,0,0,1,3.0,1011,3.0,SMS Sent,India,Other,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,0,0,Other Metro Cities,02.Medium,02.Medium,14.0,13.0,0,1,Modified,0.23667902708817798,Medium (3-10),1,0
Landing Page Submission,Google,0,0,1,4.0,690,2.0,SMS Sent,India,Other,Unknown,Unknown,0,0,0,0,0,0,0,0,Unknown,0,0,Other Metro Cities,Unknown,Unknown,14.0,16.0,0,1,Modified,0.16368654809041963,Medium (3-10),1,0
Landing Page Submission,Direct Traffic,0,0,1,2.0,254,2.0,Email Opened,India,Supply Chain Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Lost to EINS,0,0,Other Cities,02.Medium,02.Medium,14.0,16.0,0,1,Email Opened,0.06539710472838497,Low (1-2),0,0
Landing Page Submission,Direct Traffic,0,0,0,5.0,21,5.0,SMS Sent,India,Other,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,switched off,0,0,Mumbai,02.Medium,01.High,13.0,18.0,0,1,SMS Sent,0.028428969476043828,Medium (3-10),0,0
Landing Page Submission,Direct Traffic,1,0,0,4.0,543,4.0,Page Visited on Website,India,International Business,Unknown,Unknown,0,0,0,0,0,0,0,0,Unknown,0,0,Mumbai,02.Medium,01.High,15.0,18.0,0,1,Modified,0.13849328556763665,Medium (3-10),1,1
Landing Page Submission,Organic Search,0,0,1,8.0,1508,8.0,Other,India,Operations Management,Working Professional,Better Career Prospects,0,0,0,0,0,0,1,0,Will revert after reading the email,0,0,Other Metro Cities,02.Medium,02.Medium,14.0,16.0,0,1,Other,0.3698154316720089,Medium (3-10),1,0
Landing Page Submission,Direct Traffic,0,0,1,1.0,1459,1.0,Converted to Lead,India,Marketing Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Lost to EINS,0,0,Thane & Outskirts,02.Medium,01.High,15.0,17.0,0,1,Modified,0.32570339178346214,Low (1-2),1,0
Landing Page Submission,Direct Traffic,0,0,0,2.0,1241,2.0,SMS Sent,India,Other,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Ringing,0,0,Other Cities,02.Medium,02.Medium,13.0,13.0,0,1,SMS Sent,0.28251105105482577,Low (1-2),1,0
Landing Page Submission,Google,0,0,0,5.0,215,2.5,SMS Sent,India,International Business,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Ringing,0,0,Other Cities,02.Medium,02.Medium,14.0,16.0,0,1,SMS Sent,0.06217527706199066,Medium (3-10),0,0
Landing Page Submission,Direct Traffic,0,0,0,3.0,381,3.0,SMS Sent,India,Human Resource Management,Unknown,Unknown,0,0,0,0,0,0,0,0,Unknown,0,0,Other Cities,02.Medium,02.Medium,14.0,16.0,0,1,Modified,0.09809565709257746,Medium (3-10),1,0
Landing Page Submission,Direct Traffic,0,0,0,7.0,86,1.75,Page Visited on Website,India,Finance Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Already a student,0,0,Mumbai,02.Medium,01.High,14.0,18.0,0,1,Page Visited on Website,0.033501063205748645,Medium (3-10),0,0
Landing Page Submission,Direct Traffic,0,0,0,2.0,407,2.0,Email Opened,India,Supply Chain Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Already a student,0,0,Mumbai,02.Medium,01.High,15.0,18.0,0,1,Email Opened,0.09905306601303082,Low (1-2),1,0
Landing Page Submission,Direct Traffic,0,0,0,2.0,300,2.0,SMS Sent,India,Operations Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Ringing,0,0,Mumbai,02.Medium,01.High,13.0,18.0,0,0,SMS Sent,0.0755158904740955,Low (1-2),0,0
Landing Page Submission,Google,0,0,0,5.0,4,5.0,SMS Sent,India,Operations Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Ringing,0,0,Other Cities of Maharashtra,02.Medium,01.High,13.0,17.0,0,0,SMS Sent,0.024689418222194292,Medium (3-10),0,0
Landing Page Submission,Direct Traffic,0,0,0,2.0,362,2.0,SMS Sent,India,Other,Unknown,Unknown,0,0,0,0,0,0,0,0,Unknown,0,0,Mumbai,02.Medium,02.Medium,14.0,15.0,0,1,Modified,0.08915425387048793,Low (1-2),1,0
Landing Page Submission,Direct Traffic,0,0,0,2.0,244,2.0,Other,Other,Supply Chain Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Already a student,0,0,Thane & Outskirts,02.Medium,01.High,14.0,17.0,0,1,Modified,0.06319736869670878,Low (1-2),0,0
Landing Page Submission,Direct Traffic,0,0,0,2.0,46,2.0,Email Opened,India,Finance Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Ringing,0,0,Mumbai,02.Medium,01.High,13.0,18.0,0,1,Email Opened,0.019642595269520037,Low (1-2),0,0
Landing Page Submission,Direct Traffic,0,0,0,2.0,148,2.0,Email Opened,India,Operations Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Already a student,0,0,Other Metro Cities,02.Medium,02.Medium,15.0,16.0,0,1,Email Opened,0.042079902792617266,Low (1-2),0,0
Landing Page Submission,Organic Search,0,0,1,3.0,125,3.0,Email Opened,India,Finance Management,Unknown,Unknown,0,0,0,0,0,0,0,0,Unknown,0,0,Mumbai,02.Medium,01.High,13.0,18.0,0,1,Modified,0.04178241468166677,Medium (3-10),0,0
API,Organic Search,0,0,0,3.0,20,3.0,Email Opened,India,Unknown,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,0,0,Unknown,01.High,02.Medium,17.0,15.0,0,0,Email Opened,0.018685186349066685,Medium (3-10),0,0
Landing Page Submission,Direct Traffic,0,0,0,2.0,33,2.0,SMS Sent,India,IT Projects Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,0,0,Other Cities,02.Medium,02.Medium,14.0,13.0,0,1,SMS Sent,0.016782938428340978,Low (1-2),0,0
Landing Page Submission,Organic Search,0,0,0,10.0,1337,5.0,Email Opened,India,Business Administration,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Interested in other courses,0,0,Other Cities,02.Medium,02.Medium,14.0,16.0,0,1,Email Opened,0.32386661219701257,Medium (3-10),1,0
API,Olark Chat,0,0,1,5.0,1296,2.5,Olark Chat Conversation,India,Finance Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,0,0,Other Cities,02.Medium,02.Medium,14.0,15.0,0,0,Other,0.29996674208618773,Medium (3-10),1,0
Landing Page Submission,Organic Search,0,0,1,4.0,1390,4.0,Email Opened,India,Marketing Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,0,0,Mumbai,02.Medium,01.High,14.0,20.0,0,1,Email Opened,0.3248109274506107,Medium (3-10),1,0
API,Google,0,0,0,2.0,1647,2.0,SMS Sent,India,Unknown,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,switched off,0,0,Unknown,02.Medium,02.Medium,13.0,15.0,0,0,SMS Sent,0.37182033394087943,Low (1-2),1,0
API,Olark Chat,0,0,1,11.0,1882,2.75,Email Opened,India,Unknown,Unemployed,Better Career Prospects,1,0,0,0,0,0,1,0,Will revert after reading the email,0,0,Unknown,02.Medium,02.Medium,14.0,15.0,0,0,Email Opened,0.4369069878281273,High (11+),1,0
Landing Page Submission,Direct Traffic,0,0,0,1.0,261,1.0,Converted to Lead,India,Other,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Other,0,0,Mumbai,01.High,02.Medium,16.0,15.0,0,1,Modified,0.06217501518865356,Low (1-2),0,0
Landing Page Submission,Direct Traffic,0,0,0,4.0,147,4.0,Email Opened,India,Other,Unknown,Unknown,0,0,0,0,0,0,0,0,Unknown,0,0,Mumbai,02.Medium,02.Medium,14.0,15.0,0,1,Email Opened,0.051383738713259165,Medium (3-10),0,0
API,Direct Traffic,0,0,0,3.0,164,1.5,Page Visited on Website,India,Unknown,Unknown,Unknown,0,0,0,0,0,0,0,0,Unknown,0,0,Unknown,Unknown,Unknown,14.0,16.0,0,0,Page Visited on Website,0.045004242348061094,Medium (3-10),0,0
API,Organic Search,0,0,0,2.0,413,2.0,SMS Sent,India,Unknown,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Unknown,0,0,Unknown,02.Medium,02.Medium,14.0,15.0,0,0,SMS Sent,0.10037290763203655,Low (1-2),1,0
Landing Page Submission,Direct Traffic,0,0,0,3.0,106,3.0,Page Visited on Website,India,Finance Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Other,0,0,Other Cities,02.Medium,02.Medium,14.0,16.0,0,1,Modified,0.037602916221482,Medium (3-10),0,0
Lead Add Form,Reference,0,0,1,0.0,0,0.0,Email Opened,Unknown,Unknown,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Closed by Horizzon,0,0,Unknown,02.Medium,01.High,15.0,19.0,0,0,Modified,0.0,Low (1-2),0,0
API,Organic Search,0,0,0,6.0,1,6.0,SMS Sent,India,Unknown,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Ringing,0,0,Unknown,02.Medium,02.Medium,14.0,15.0,0,0,SMS Sent,0.028791402174596192,Medium (3-10),0,0
Landing Page Submission,Google,0,0,0,6.0,120,6.0,Email Opened,India,Marketing Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Other,0,0,Mumbai,02.Medium,01.High,14.0,18.0,0,0,Email Opened,0.054968260951542953,Medium (3-10),0,0
API,Olark Chat,0,0,1,0.0,0,0.0,Email Opened,Unknown,Unknown,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,0,0,Mumbai,02.Medium,02.Medium,15.0,16.0,0,0,Email Opened,0.0,Low (1-2),0,0
Landing Page Submission,Direct Traffic,0,0,1,9.0,1256,9.0,SMS Sent,India,Supply Chain Management,Unknown,Unknown,0,0,0,0,0,0,0,0,Unknown,0,0,Mumbai,02.Medium,01.High,14.0,18.0,0,1,Modified,0.31914398843567343,Medium (3-10),1,0
API,Organic Search,0,0,0,5.0,124,5.0,SMS Sent,India,Unknown,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Ringing,0,0,Unknown,02.Medium,02.Medium,13.0,15.0,0,0,SMS Sent,0.051086250602308675,Medium (3-10),0,0
Landing Page Submission,Direct Traffic,0,0,0,2.0,141,2.0,Email Opened,India,Human Resource Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Interested in other courses,0,0,Mumbai,02.Medium,01.High,13.0,18.0,0,1,Modified,0.04054008757044393,Low (1-2),0,0
API,Olark Chat,0,0,0,3.0,321,3.0,Olark Chat Conversation,Unknown,Unknown,Unknown,Unknown,0,0,0,0,0,0,0,0,Unknown,0,0,Unknown,02.Medium,02.Medium,15.0,15.0,0,0,Other,0.08489724090252028,Medium (3-10),0,0
Lead Add Form,Other,1,0,1,0.0,0,0.0,SMS Sent,Unknown,Unknown,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Unknown,0,0,Unknown,02.Medium,01.High,14.0,17.0,0,0,SMS Sent,0.0,Low (1-2),0,1
API,Google,0,0,0,1.0,197,1.0,Converted to Lead,India,Unknown,Unknown,Unknown,0,0,0,0,0,0,0,0,Unknown,0,0,Unknown,01.High,02.Medium,16.0,15.0,0,0,Modified,0.04809670458592588,Low (1-2),0,0
Landing Page Submission,Organic Search,0,0,0,3.0,521,3.0,Converted to Lead,India,Travel and Tourism,Unknown,Unknown,0,0,0,0,0,0,0,0,Unknown,0,0,Mumbai,03.Low,02.Medium,11.0,16.0,0,1,Modified,0.12889196153604424,Medium (3-10),1,0
API,Google,0,0,0,2.0,455,1.0,Page Visited on Website,India,Unknown,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Unknown,0,0,Unknown,03.Low,02.Medium,12.0,15.0,0,0,Modified,0.10604037039364801,Low (1-2),1,0
Landing Page Submission,Direct Traffic,0,0,0,2.0,263,2.0,Email Opened,India,Other,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Other,0,0,Mumbai,03.Low,02.Medium,10.0,15.0,0,1,Modified,0.06737686715689355,Low (1-2),0,0
API,Organic Search,0,0,1,9.0,1573,4.5,Other,India,Operations Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Unknown,0,0,Other Metro Cities,02.Medium,02.Medium,13.0,14.0,0,1,Modified,0.3728041920683804,Medium (3-10),1,0
Landing Page Submission,Organic Search,0,0,0,2.0,1449,2.0,Converted to Lead,India,Finance Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Other,0,0,Tier II Cities,02.Medium,01.High,14.0,17.0,0,0,Modified,0.3282655605136907,Low (1-2),1,0
